ID,Nombre,Edad,Grado,Fecha de Ingreso,Calificación Matemáticas,Calificación Ciencias,Calificación Historia,Asistencia (%),Email
866,Melissa Banks,11.0,7.0,2024-09-19,0.0,0.0,56.0,0.0,thompsonjeffrey@garcia.net
867,Rebekah Simmons DDS,11.0,7.0,1998-03-02,0.0,0.0,0.0,0.0,
868,Hunter Snyder,11.0,6.0,2024-09-19,60.0,0.0,0.0,79.0,
869,Janice Ward,11.0,8.0,2024-09-19,0.0,52.0,0.0,0.0,nicholas04@hotmail.com
870,Nathan Hoffman,11.0,8.0,2024-09-19,0.0,76.0,76.0,0.0,baileychristina@hotmail.com
871,Holly Smith,8.0,5.0,1991-02-08,61.0,54.0,83.0,0.0,chad97@murphy-lewis.com
872,Daniel Williams,11.0,8.0,2024-09-19,59.0,93.0,0.0,71.0,
873,Ashley Johnson MD,11.0,5.0,2024-09-19,0.0,0.0,95.0,0.0,
874,Stephen Olson,11.0,8.0,2024-09-19,86.0,0.0,0.0,58.0,kimberly46@hotmail.com
875,James Bryant,11.0,5.0,2024-09-19,68.0,94.0,63.0,70.0,
876,Stephen Diaz,14.0,5.0,2024-09-19,90.0,65.0,0.0,0.0,michaelgarza@gmail.com
877,Danny Alvarez,11.0,0.0,2024-09-19,81.0,69.0,0.0,57.0,robertpatterson@hotmail.com
878,Larry Love,9.0,8.0,2024-09-19,0.0,0.0,0.0,53.0,
879,Danielle West,6.0,8.0,2024-09-19,0.0,0.0,0.0,0.0,
880,Carol Martinez,13.0,5.0,2024-09-19,0.0,60.0,0.0,0.0,jennifer43@yahoo.com
881,Vanessa Nichols,11.0,0.0,2024-09-19,0.0,0.0,0.0,98.0,
882,Billy Ochoa,10.0,8.0,2024-09-19,0.0,0.0,0.0,0.0,irodriguez@howard-rios.com
883,Courtney Scott,11.0,5.0,2024-09-19,95.0,0.0,60.0,0.0,
884,Mrs. Molly Mckenzie,11.0,8.0,2024-09-19,0.0,0.0,88.0,0.0,brittany50@yahoo.com
885,Nicolas Dunn,11.0,0.0,2024-09-19,51.0,94.0,0.0,0.0,
886,Jessica Moss,11.0,8.0,2024-09-19,82.0,0.0,0.0,88.0,carlosrice@guzman.com
887,Rebecca Oneal,6.0,6.0,2024-09-19,0.0,0.0,0.0,0.0,
888,Veronica Elliott,11.0,7.0,2024-09-19,55.0,69.0,53.0,0.0,martinezsteven@gmail.com
889,Kevin Jackson,11.0,7.0,2024-09-19,0.0,86.0,0.0,68.0,
890,Jeremy Hill,11.0,6.0,2024-09-19,0.0,0.0,90.0,0.0,
891,Tracy Tanner,11.0,0.0,2019-10-03,0.0,0.0,0.0,87.0,emmaburns@robinson.com
892,Alexis Bowman,11.0,6.0,2024-09-19,0.0,0.0,0.0,0.0,ikelley@steele.com
893,Richard Vaughan,9.0,8.0,2024-09-19,0.0,0.0,99.0,0.0,
894,William Simon,11.0,7.0,2024-09-19,90.0,83.0,79.0,0.0,
895,Barbara Lambert,11.0,5.0,2024-09-19,0.0,0.0,0.0,0.0,
896,Mark Lucero,11.0,0.0,1975-09-10,0.0,0.0,86.0,73.0,gabriela56@hotmail.com
897,Michael Cherry,11.0,8.0,1984-04-02,91.0,0.0,0.0,0.0,
898,Blake Dean,11.0,7.0,2024-09-19,0.0,100.0,0.0,70.0,
899,Wanda Perez,8.0,8.0,2024-09-19,58.0,58.0,96.0,0.0,
900,Kenneth Johnson,11.0,6.0,2024-09-19,0.0,0.0,0.0,73.0,annefuller@hotmail.com
901,Ivan Wolf,11.0,7.0,2024-09-19,89.0,0.0,59.0,68.0,
902,Kristen Clark,8.0,8.0,2024-09-19,0.0,66.0,0.0,0.0,murphyangela@bowman.biz
903,Lisa Burke,13.0,8.0,2024-09-19,98.0,96.0,0.0,79.0,
904,Kurt Chavez,11.0,7.0,2000-08-07,0.0,0.0,0.0,50.0,laurenjohnson@cunningham.info
905,Christian Reyes,11.0,6.0,2024-09-19,0.0,67.0,98.0,68.0,wwilson@gmail.com
906,David Hunt,11.0,0.0,1979-07-06,62.0,0.0,0.0,0.0,
907,Melissa Villanueva,11.0,8.0,2024-09-19,0.0,0.0,0.0,0.0,weissronald@hotmail.com
908,Julia Weaver,5.0,7.0,2024-09-19,0.0,0.0,0.0,0.0,
909,Christina Rollins,11.0,5.0,2024-09-19,69.0,0.0,0.0,93.0,
910,Whitney Jones,11.0,5.0,2024-09-19,0.0,0.0,0.0,0.0,david31@davis-payne.biz
911,Raymond Green,9.0,8.0,2024-09-19,0.0,0.0,0.0,54.0,
912,Matthew Davis,12.0,0.0,1971-08-01,0.0,0.0,64.0,0.0,
913,William Castro,5.0,0.0,2003-12-02,60.0,0.0,0.0,88.0,
914,Lauren Evans,11.0,5.0,2024-09-19,0.0,0.0,0.0,0.0,
915,Ryan Anthony,11.0,8.0,2024-09-19,56.0,0.0,0.0,0.0,
916,Eric Bennett,11.0,6.0,2024-09-19,0.0,78.0,0.0,58.0,yatesmaria@yahoo.com
917,Melissa Bailey,11.0,7.0,2024-09-19,69.0,55.0,0.0,82.0,thawkins@delacruz-hamilton.com
918,Corey Guzman,11.0,8.0,2024-09-19,73.0,0.0,0.0,0.0,laura33@bush.org
919,Mary Chandler,11.0,0.0,2024-09-19,88.0,0.0,0.0,0.0,
920,Sharon Graham,11.0,8.0,2024-09-19,0.0,0.0,0.0,0.0,
921,Miranda Parker,11.0,5.0,2024-09-19,74.0,73.0,0.0,0.0,
922,Charlene Peterson,11.0,7.0,2024-09-19,0.0,54.0,0.0,0.0,
923,Angela Bennett,17.0,7.0,2024-09-19,85.0,76.0,0.0,62.0,
924,Tammy Banks,11.0,5.0,2007-05-07,0.0,0.0,0.0,73.0,
925,Mary Fisher,7.0,5.0,2024-09-19,0.0,66.0,0.0,73.0,jodymcknight@armstrong-nguyen.com
926,Brenda Hendricks,11.0,5.0,2024-09-19,0.0,66.0,0.0,95.0,gonzalezashley@yahoo.com
927,Kristen Jones,17.0,7.0,2024-09-19,63.0,88.0,92.0,0.0,
928,Robert Nixon,11.0,8.0,2024-09-19,0.0,0.0,0.0,0.0,
929,Timothy Gardner,11.0,7.0,2024-09-19,78.0,0.0,0.0,98.0,
930,Roy Goodwin,11.0,6.0,2024-09-19,0.0,0.0,85.0,75.0,kwood@yahoo.com
931,Curtis Perez,11.0,5.0,2024-09-19,0.0,0.0,0.0,73.0,
932,Alison Hamilton,11.0,6.0,1989-12-06,0.0,0.0,0.0,57.0,owatts@yahoo.com
933,Lacey Jones,11.0,7.0,2024-09-19,83.0,0.0,0.0,99.0,mcoleman@yahoo.com
934,Vincent Sullivan,18.0,5.0,1990-08-05,0.0,87.0,0.0,0.0,mjohnson@morgan-herrera.com
935,Jason Payne,11.0,5.0,2024-09-19,95.0,0.0,0.0,90.0,
936,Heather Jones,8.0,0.0,2024-09-19,0.0,0.0,0.0,79.0,
937,Natalie Luna,11.0,5.0,2024-09-19,0.0,100.0,99.0,58.0,
938,John Taylor,11.0,7.0,2024-09-19,0.0,0.0,81.0,0.0,eowens@li.com
939,Laura King,11.0,7.0,2024-09-19,98.0,0.0,0.0,79.0,
940,Dawn Norris,11.0,8.0,2024-09-19,58.0,92.0,0.0,95.0,soniabeard@hotmail.com
941,Abigail Owens,11.0,5.0,2024-09-19,0.0,63.0,69.0,66.0,taylor79@gmail.com
942,Nancy Maxwell,6.0,0.0,2024-09-19,62.0,71.0,0.0,0.0,
943,Mary Holland,11.0,5.0,2024-09-19,0.0,82.0,0.0,0.0,
944,Brandon Richardson,15.0,8.0,2024-09-19,0.0,86.0,0.0,0.0,
945,Jacob Knight,10.0,8.0,2024-09-19,0.0,0.0,0.0,0.0,whanson@gonzalez.com
946,Jennifer Young MD,13.0,7.0,2024-09-19,84.0,0.0,0.0,0.0,wongdavid@gomez.com
947,Christina Washington,11.0,7.0,2024-09-19,62.0,0.0,59.0,0.0,
948,James Jennings,11.0,0.0,2024-09-19,0.0,80.0,88.0,0.0,maddendawn@patel-burnett.com
949,Ms. Tonya Ayala,11.0,0.0,2024-09-19,0.0,0.0,0.0,88.0,
950,Joshua Garcia,11.0,6.0,2024-09-19,93.0,0.0,76.0,51.0,
951,Brittany Calhoun,11.0,5.0,2024-09-19,0.0,67.0,92.0,0.0,
952,David King,11.0,5.0,2016-03-07,0.0,71.0,66.0,0.0,
953,Sue Williams,11.0,7.0,2024-09-19,0.0,0.0,51.0,85.0,john49@yahoo.com
954,Roger Hernandez,11.0,8.0,2024-09-19,0.0,0.0,84.0,60.0,
955,Gregory Vaughn,11.0,0.0,2024-09-19,0.0,0.0,70.0,0.0,
956,Kristina Sanchez,10.0,0.0,2024-09-19,69.0,75.0,0.0,0.0,mchan@gmail.com
957,George Miller,11.0,6.0,1976-09-07,0.0,0.0,0.0,82.0,michelle90@hotmail.com
958,Kirsten Hill,11.0,5.0,2024-09-19,76.0,83.0,0.0,64.0,
959,Thomas Lopez,16.0,0.0,2024-09-19,0.0,0.0,0.0,0.0,robert43@berry-rodriguez.net
960,Emily Woodard,18.0,5.0,2008-07-12,0.0,0.0,73.0,0.0,
961,Kathleen Duffy,11.0,0.0,2024-09-19,0.0,0.0,0.0,0.0,ellen05@lewis-walker.org
962,Scott Bradley,11.0,5.0,2024-09-19,74.0,70.0,0.0,0.0,
963,Natalie Shaw,15.0,0.0,2024-09-19,75.0,74.0,0.0,0.0,charlesjohnson@johnson.info
964,Katie Mcclain,14.0,6.0,2024-09-19,0.0,77.0,0.0,56.0,kristin26@rose.com
965,Tyler Miller,5.0,7.0,1988-06-01,57.0,0.0,0.0,0.0,nathanvasquez@washington-peck.com
966,Marc Coleman,12.0,8.0,2024-09-19,78.0,65.0,60.0,72.0,halljulie@gmail.com
967,Michelle Wyatt,18.0,6.0,2024-09-19,0.0,80.0,70.0,0.0,shannon89@flores.net
968,Marcus Navarro,9.0,5.0,2024-09-19,0.0,0.0,63.0,0.0,
969,Richard Thompson,11.0,0.0,2024-09-19,0.0,0.0,0.0,0.0,pagetroy@thompson.com
970,Bryan Tran,11.0,0.0,2024-09-19,54.0,0.0,0.0,86.0,
971,Barbara Hill,11.0,7.0,2019-11-10,0.0,0.0,0.0,0.0,johnsonamanda@gmail.com
972,John Brown,11.0,5.0,2024-09-19,0.0,0.0,0.0,0.0,wardcatherine@norris-walker.com
973,David Stafford,11.0,8.0,2024-09-19,0.0,0.0,0.0,78.0,
974,Gerald Davis,18.0,0.0,2024-09-19,0.0,0.0,0.0,0.0,
975,Stacey Frank,11.0,5.0,2024-09-19,76.0,0.0,57.0,0.0,cookmorgan@yahoo.com
976,Douglas Smith,11.0,7.0,2024-09-19,0.0,0.0,85.0,0.0,
977,Maureen Gilmore,11.0,8.0,2024-09-19,0.0,0.0,67.0,0.0,
978,Theresa Green,11.0,0.0,2024-09-19,75.0,0.0,64.0,0.0,joseph01@gmail.com
979,Claudia Bailey,7.0,7.0,2024-09-19,0.0,0.0,0.0,0.0,sandovaldominique@martinez.com
980,Elizabeth Nichols,16.0,7.0,2024-09-19,0.0,65.0,0.0,0.0,sjoseph@parker.com
981,Sandra Terry,16.0,7.0,2024-09-19,0.0,94.0,60.0,56.0,brittany86@yahoo.com
982,Jeremiah Poole,11.0,6.0,2024-09-19,0.0,84.0,0.0,84.0,
983,Samuel Thomas,11.0,7.0,1976-07-12,0.0,80.0,0.0,0.0,patrickpowell@hernandez.biz
984,Mark Carpenter,14.0,6.0,2024-09-19,0.0,0.0,0.0,0.0,
985,Rebecca Bailey,11.0,6.0,2024-09-19,0.0,0.0,0.0,0.0,xtorres@yahoo.com
986,Jennifer Davis,16.0,6.0,2024-09-19,0.0,85.0,0.0,0.0,sonya62@yahoo.com
987,Michele Smith,11.0,0.0,2024-09-19,0.0,0.0,88.0,82.0,christopher94@hotmail.com
988,Ann Patel,11.0,8.0,2024-09-19,0.0,0.0,98.0,0.0,donnaadams@hotmail.com
989,Austin Swanson,11.0,8.0,2024-09-19,0.0,0.0,0.0,0.0,
990,Stacey Jones,11.0,8.0,2007-03-06,0.0,0.0,0.0,88.0,
991,Alisha Compton,11.0,7.0,2024-09-19,56.0,81.0,0.0,85.0,
992,Nicholas Bailey,11.0,7.0,2024-09-19,96.0,0.0,0.0,0.0,
993,Johnny Velasquez,11.0,7.0,2024-09-19,0.0,0.0,0.0,0.0,
994,Alan Taylor,11.0,0.0,2024-09-19,0.0,0.0,89.0,62.0,brettkeith@hotmail.com
995,Miranda Brown,11.0,0.0,2024-09-19,84.0,0.0,67.0,0.0,thorton@salazar.biz
996,Michelle Archer,10.0,0.0,2015-02-05,0.0,53.0,0.0,60.0,ngeorge@garcia-chung.com
997,Jenna Lloyd,17.0,7.0,2024-09-19,0.0,88.0,56.0,90.0,jennifer39@lee.com
998,Patrick Cooper,11.0,7.0,2024-09-19,0.0,68.0,54.0,0.0,
999,Joseph Hopkins,13.0,5.0,2024-09-19,0.0,51.0,97.0,0.0,
1000,Rachel Williams,6.0,8.0,2024-09-19,0.0,0.0,0.0,0.0,keith71@beck.biz
